movieName,positiveFrequency,rating
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,25,5
Close Encounters of the Third Kind,40,5
Close Encounters of the Third Kind,67,5
Close Encounters of the Third Kind,52,5
Close Encounters of the Third Kind,10,2
Close Encounters of the Third Kind,25,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,55,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,36,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,28,3
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,36,4
Close Encounters of the Third Kind,54,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,39,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,49,5
Close Encounters of the Third Kind,49,4
Close Encounters of the Third Kind,11,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,12,3
Close Encounters of the Third Kind,54,4
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,20,5
Close Encounters of the Third Kind,19,4
Close Encounters of the Third Kind,30,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,48,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,48,5
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,258,5
Close Encounters of the Third Kind,64,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,25,4
Close Encounters of the Third Kind,35,5
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,13,4
Close Encounters of the Third Kind,30,5
Close Encounters of the Third Kind,28,1
Close Encounters of the Third Kind,37,2
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,15,4
Close Encounters of the Third Kind,11,4
Close Encounters of the Third Kind,19,4
Close Encounters of the Third Kind,16,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,5,2
Close Encounters of the Third Kind,59,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,22,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,12,4
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,75,5
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,29,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,22,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,20,4
Close Encounters of the Third Kind,56,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,48,5
Close Encounters of the Third Kind,16,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,13,3
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,55,5
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,57,5
Close Encounters of the Third Kind,51,2
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,8,3
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,7,4
Close Encounters of the Third Kind,7,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,17,2
Close Encounters of the Third Kind,64,4
Close Encounters of the Third Kind,36,3
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,38,2
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,25,5
Close Encounters of the Third Kind,130,3
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,25,4
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,52,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,27,2
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,51,5
Close Encounters of the Third Kind,16,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,75,5
Close Encounters of the Third Kind,42,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,24,5
Close Encounters of the Third Kind,13,3
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,35,2
Close Encounters of the Third Kind,37,1
Close Encounters of the Third Kind,42,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,32,5
Close Encounters of the Third Kind,8,3
Close Encounters of the Third Kind,40,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,18,3
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,41,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,19,4
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,15,1
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,19,4
Close Encounters of the Third Kind,10,3
Close Encounters of the Third Kind,72,5
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,61,5
Close Encounters of the Third Kind,76,5
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,32,3
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,40,4
Close Encounters of the Third Kind,52,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,16,5
Close Encounters of the Third Kind,5,2
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,21,1
Close Encounters of the Third Kind,16,5
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,44,5
Close Encounters of the Third Kind,115,4
Close Encounters of the Third Kind,16,4
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,65,5
Close Encounters of the Third Kind,12,4
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,9,1
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,25,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,18,1
Close Encounters of the Third Kind,17,1
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,71,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,3,4
Close Encounters of the Third Kind,25,2
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,8,4
Close Encounters of the Third Kind,14,4
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,19,4
The Pillow Book,19,5
The Pillow Book,11,5
The Pillow Book,50,5
The Pillow Book,65,4
The Pillow Book,34,4
The Pillow Book,5,3
The Pillow Book,21,5
The Pillow Book,44,5
The Pillow Book,12,5
The Pillow Book,38,5
The Pillow Book,4,3
The Pillow Book,11,5
The Pillow Book,11,1
The Pillow Book,18,1
The Pillow Book,24,3
The Pillow Book,56,4
The Pillow Book,5,2
The Pillow Book,47,4
The Pillow Book,3,5
The Pillow Book,10,1
The Pillow Book,6,4
The Pillow Book,33,4
The Pillow Book,31,5
The Pillow Book,10,5
The Pillow Book,29,3
The Pillow Book,18,4
The Pillow Book,10,5
The Pillow Book,15,5
The Pillow Book,33,1
The Pillow Book,15,5
The Pillow Book,12,1
The Pillow Book,13,5
The Pillow Book,13,1
The Pillow Book,4,4
The Pillow Book,27,3
The Pillow Book,3,4
The Pillow Book,9,2
The Pillow Book,18,5
The Pillow Book,18,5
The Pillow Book,28,5
Anaconda,1,5
Anaconda,58,1
Anaconda,36,3
Anaconda,9,1
Anaconda,12,3
Anaconda,12,4
Anaconda,43,2
Anaconda,6,5
Anaconda,12,4
Anaconda,16,5
Anaconda,27,2
Anaconda,7,3
Anaconda,24,4
Anaconda,5,5
Anaconda,63,4
Anaconda,9,2
Anaconda,22,3
Anaconda,38,3
Anaconda,19,5
Anaconda,26,1
Anaconda,12,4
Anaconda,35,5
Anaconda,29,3
Anaconda,15,2
Anaconda,1,5
Anaconda,9,4
Anaconda,76,2
Anaconda,22,3
Anaconda,3,3
Anaconda,32,4
Anaconda,8,4
Anaconda,5,5
Anaconda,13,2
Anaconda,8,4
Anaconda,9,1
Anaconda,2,3
Anaconda,16,2
Anaconda,63,5
Anaconda,5,3
Anaconda,1,5
Anaconda,7,4
Anaconda,35,3
Anaconda,9,1
Anaconda,5,2
Anaconda,3,5
Anaconda,20,3
Anaconda,12,2
Anaconda,62,4
Anaconda,14,3
Anaconda,23,4
Anaconda,16,4
Anaconda,4,1
Anaconda,30,4
Anaconda,18,4
Anaconda,2,4
Anaconda,6,4
Anaconda,29,2
Anaconda,2,4
Anaconda,28,4
Anaconda,28,4
Anaconda,12,2
Anaconda,11,3
Anaconda,17,2
Anaconda,40,4
Anaconda,17,3
Anaconda,17,4
Anaconda,17,4
Anaconda,10,1
Anaconda,10,5
Anaconda,7,5
Anaconda,53,3
Anaconda,2,4
Anaconda,48,3
Anaconda,3,5
Anaconda,12,5
Anaconda,17,3
Anaconda,0,5
Anaconda,3,1
Anaconda,8,5
Anaconda,7,1
Anaconda,7,1
Anaconda,16,1
Anaconda,4,2
Anaconda,71,3
Anaconda,4,5
Anaconda,29,4
Anaconda,53,1
Anaconda,11,4
Anaconda,9,4
Anaconda,27,4
Anaconda,12,1
Anaconda,33,4
Anaconda,3,4
Anaconda,44,5
Anaconda,8,3
Anaconda,14,5
Anaconda,10,3
Anaconda,5,3
Anaconda,6,2
Anaconda,20,4
Anaconda,6,2
Anaconda,69,5
Anaconda,22,1
Anaconda,8,4
Anaconda,15,5
Anaconda,17,3
Anaconda,8,3
Anaconda,5,5
Anaconda,58,3
Anaconda,7,5
Anaconda,9,4
Anaconda,3,5
Anaconda,9,3
Anaconda,14,4
Anaconda,4,3
Anaconda,2,5
The Professional,1,5
The Professional,15,5
The Professional,22,5
The Professional,19,3
The Professional,48,4
The Professional,26,5
The Professional,5,5
The Professional,16,5
The Professional,7,5
The Professional,13,5
The Professional,2,4
The Professional,5,5
The Professional,17,4
The Professional,20,5
The Professional,58,5
The Professional,37,4
The Professional,25,5
The Professional,73,5
The Professional,24,5
The Professional,6,5
The Professional,19,1
The Professional,28,5
The Professional,4,5
The Professional,63,5
The Professional,16,5
The Professional,18,4
The Professional,15,5
The Professional,66,5
The Professional,22,5
The Professional,4,5
The Professional,13,5
The Professional,18,4
The Professional,3,5
The Professional,13,5
The Professional,24,5
The Professional,30,5
The Professional,7,5
The Professional,34,5
The Professional,35,5
The Professional,24,5
The Professional,8,5
The Professional,11,3
The Professional,4,5
The Professional,60,5
The Professional,17,5
The Professional,13,5
The Professional,6,5
The Professional,21,5
The Professional,16,5
The Professional,3,4
The Professional,22,4
The Professional,7,4
The Professional,47,5
The Professional,4,5
The Professional,6,5
The Professional,5,5
The Professional,35,5
The Professional,5,5
The Professional,25,3
The Professional,15,5
The Professional,6,5
The Professional,35,5
The Professional,3,5
The Professional,53,5
The Professional,6,5
The Professional,15,5
The Professional,22,5
The Professional,26,4
The Professional,11,5
The Professional,1,5
The Professional,1,5
The Professional,107,5
The Professional,62,4
The Professional,4,5
The Professional,14,5
The Professional,8,5
The Professional,19,5
The Professional,46,4
The Professional,31,3
The Professional,5,5
The Professional,24,2
The Professional,22,4
The Professional,13,5
The Professional,7,5
The Professional,86,5
The Professional,10,5
The Professional,23,4
The Professional,6,4
The Professional,8,5
The Professional,5,4
The Professional,11,5
The Professional,14,5
The Professional,11,5
The Professional,10,5
The Professional,31,5
The Professional,25,5
The Professional,8,4
The Professional,12,5
The Professional,10,5
The Professional,11,5
The Professional,20,5
The Professional,5,5
The Professional,6,1
The Professional,18,5
The Professional,36,5
The Professional,52,5
The Professional,16,3
The Professional,3,5
The Professional,3,5
The Professional,16,4
The Professional,40,5
The Professional,18,5
The Professional,13,4
The Professional,41,5
The Professional,23,5
The Professional,6,5
The Professional,13,5
The Professional,61,5
The Professional,52,4
The Professional,4,5
The Professional,33,5
The Professional,24,2
The Professional,37,5
The Professional,11,5
The Professional,6,5
The Professional,4,5
The Professional,29,5
The Professional,14,4
The Professional,23,5
The Professional,4,5
The Professional,13,4
The Professional,19,5
The Professional,6,5
The Professional,4,5
The Professional,4,5
The Professional,23,4
The Professional,33,5
The Professional,13,4
The Professional,40,5
The Professional,27,5
The Professional,9,5
The Professional,23,3
The Professional,5,4
The Professional,51,4
The Professional,37,4
The Professional,7,5
The Professional,13,5
The Professional,44,5
The Professional,43,3
The Professional,49,1
The Professional,49,4
The Professional,34,5
The Professional,68,5
The Professional,2,5
The Professional,38,5
The Professional,7,5
The Professional,8,5
The Professional,19,4
The Professional,14,5
The Professional,3,5
The Professional,7,5
The Professional,37,5
The Professional,30,4
The Professional,40,5
The Professional,21,4
The Professional,48,5
The Professional,2,5
The Professional,43,4
The Professional,7,5
The Professional,2,5
The Professional,25,3
The Professional,60,5
The Professional,16,5
The Professional,15,4
The Professional,7,4
The Professional,9,5
The Professional,3,3
The Professional,32,5
The Professional,55,5
The Professional,4,5
The Professional,5,5
The Professional,18,5
The Professional,19,5
The Professional,45,5
The Professional,13,5
The Professional,7,4
The Professional,5,5
The Professional,30,5
The Professional,18,4
The Professional,24,5
The Professional,28,5
The Professional,7,2
The Professional,54,3
The Professional,7,5
The Professional,5,3
The Professional,6,4
The Professional,6,4
The Professional,22,5
The Professional,3,1
The Professional,18,5
The Professional,18,5
The Professional,33,2
The Professional,50,5
The Professional,3,5
The Professional,5,5
The Professional,18,5
The Professional,3,5
The Professional,8,5
The Professional,6,5
The Professional,8,5
The Professional,2,5
The Professional,38,4
The Professional,20,3
The Professional,14,1
The Professional,20,5
The Professional,12,1
The Professional,4,4
The Professional,3,5
The Professional,10,1
The Professional,27,1
The Professional,4,5
The Professional,5,4
The Professional,7,5
The Professional,34,5
The Professional,11,5
The Professional,17,4
The Professional,32,5
The Professional,1,2
The Professional,4,5
The Professional,27,5
The Professional,28,5
The Professional,10,4
The Professional,6,4
The Professional,5,5
The Professional,15,5
The Professional,51,5
The Professional,13,5
The Professional,4,5
The Professional,51,3
The Professional,30,5
The Professional,4,5
The Professional,35,5
The Professional,6,5
The Professional,10,5
The Professional,31,5
The Professional,14,4
The Professional,25,4
The Professional,8,5
The Professional,17,5
The Professional,44,5
The Professional,21,5
The Professional,27,5
The Professional,10,5
The Professional,2,5
The Professional,13,4
The Professional,44,5
The Professional,18,5
The Professional,2,5
The Professional,6,5
The Professional,52,5
The Professional,15,5
The Professional,13,5
The Professional,13,5
The Professional,31,5
The Professional,4,5
The Professional,17,5
The Professional,41,5
The Professional,26,5
The Professional,13,5
The Professional,12,3
The Professional,56,5
The Professional,48,5
The Professional,23,5
The Professional,13,5
The Professional,5,5
The Professional,14,5
The Professional,12,5
The Professional,21,5
The Professional,16,5
The Professional,37,5
The Professional,7,4
The Professional,63,4
The Professional,5,5
The Professional,20,5
The Professional,8,4
The Professional,8,5
The Professional,2,5
The Professional,11,4
The Professional,4,4
The Professional,10,5
Big Night,3,4
Big Night,15,5
Big Night,20,5
Big Night,11,4
Big Night,2,4
Big Night,7,4
Big Night,6,4
Big Night,14,4
Big Night,7,4
Big Night,75,5
Big Night,2,4
Big Night,3,4
Big Night,5,4
Big Night,19,5
Big Night,5,3
Big Night,10,1
Big Night,3,1
Big Night,27,4
Big Night,2,5
Big Night,9,4
Big Night,23,4
Big Night,3,3
Big Night,19,4
Big Night,16,5
Big Night,7,5
Big Night,44,5
Big Night,49,5
Big Night,6,3
Big Night,5,4
Big Night,57,5
Big Night,10,4
Big Night,2,3
Big Night,7,5
Big Night,0,3
Big Night,15,5
Big Night,6,5
Big Night,6,5
Big Night,4,5
Big Night,2,5
Big Night,23,5
Big Night,7,5
Big Night,12,5
Big Night,55,4
Big Night,17,5
Big Night,14,5
Big Night,21,5
Big Night,21,5
Big Night,4,4
Big Night,38,2
Big Night,1,4
Big Night,3,3
Big Night,7,4
Big Night,5,5
Big Night,10,3
Big Night,17,5
Big Night,31,4
Big Night,26,5
Big Night,22,5
Big Night,11,4
Big Night,82,3
Big Night,67,5
Big Night,6,5
Big Night,20,5
Big Night,19,5
Big Night,1,5
Big Night,6,5
Big Night,16,3
Big Night,33,5
Big Night,3,3
Big Night,25,3
Big Night,9,5
Big Night,8,4
Big Night,24,5
Big Night,120,5
Big Night,32,5
Big Night,30,4
Big Night,9,5
Big Night,8,2
Big Night,11,5
Big Night,6,4
Big Night,35,5
Big Night,47,5
Big Night,19,5
Big Night,7,5
Big Night,18,5
Big Night,16,5
Big Night,5,4
Big Night,6,5
Big Night,9,5
Big Night,4,1
Big Night,3,5
Big Night,6,1
Big Night,7,3
Donnie Brasco,39,4
Donnie Brasco,13,4
Donnie Brasco,16,5
Donnie Brasco,15,5
Donnie Brasco,5,5
Donnie Brasco,9,5
Donnie Brasco,17,5
Donnie Brasco,7,2
Donnie Brasco,3,4
Donnie Brasco,25,4
Donnie Brasco,33,5
Donnie Brasco,78,5
Donnie Brasco,47,5
Donnie Brasco,38,4
Donnie Brasco,31,5
Donnie Brasco,2,5
Donnie Brasco,6,4
Donnie Brasco,5,5
Donnie Brasco,18,5
Donnie Brasco,15,3
Donnie Brasco,8,4
Donnie Brasco,8,5
Donnie Brasco,1,3
Donnie Brasco,5,5
Donnie Brasco,4,5
Donnie Brasco,3,5
Donnie Brasco,4,5
Donnie Brasco,19,5
Donnie Brasco,16,5
Donnie Brasco,5,5
Donnie Brasco,7,4
Donnie Brasco,12,5
Donnie Brasco,19,5
Donnie Brasco,17,5
Donnie Brasco,2,5
Donnie Brasco,1,5
Donnie Brasco,7,4
Donnie Brasco,18,5
Donnie Brasco,10,3
Donnie Brasco,14,5
Donnie Brasco,5,5
Donnie Brasco,16,5
Donnie Brasco,7,5
Donnie Brasco,17,5
Donnie Brasco,3,5
Donnie Brasco,4,4
Donnie Brasco,3,5
Donnie Brasco,23,5
Donnie Brasco,15,5
Donnie Brasco,19,4
Donnie Brasco,21,5
Donnie Brasco,14,3
Donnie Brasco,9,5
Donnie Brasco,23,5
Donnie Brasco,13,5
Donnie Brasco,25,5
Donnie Brasco,53,5
Donnie Brasco,6,4
Donnie Brasco,6,5
Donnie Brasco,5,5
Donnie Brasco,15,5
Donnie Brasco,3,5
Donnie Brasco,9,4
Donnie Brasco,14,5
Donnie Brasco,8,5
Donnie Brasco,10,5
Donnie Brasco,35,2
Donnie Brasco,6,5
Donnie Brasco,28,5
Donnie Brasco,13,5
Donnie Brasco,28,4
Donnie Brasco,25,5
Donnie Brasco,24,5
Donnie Brasco,13,3
Donnie Brasco,13,3
Donnie Brasco,43,4
Donnie Brasco,52,5
Donnie Brasco,17,3
Donnie Brasco,50,5
Donnie Brasco,20,5
Donnie Brasco,24,4
Donnie Brasco,19,3
Donnie Brasco,18,2
Donnie Brasco,12,5
Donnie Brasco,16,3
Donnie Brasco,12,5
Donnie Brasco,10,5
Donnie Brasco,7,5
Donnie Brasco,19,4
Donnie Brasco,42,5
Donnie Brasco,9,4
Donnie Brasco,32,5
Donnie Brasco,27,5
Donnie Brasco,12,4
Donnie Brasco,4,5
Donnie Brasco,7,4
Donnie Brasco,3,5
Donnie Brasco,54,3
Donnie Brasco,3,3
Donnie Brasco,40,5
Donnie Brasco,27,5
Donnie Brasco,33,5
Donnie Brasco,6,5
Donnie Brasco,23,5
Donnie Brasco,23,2
Donnie Brasco,27,4
Donnie Brasco,18,5
Donnie Brasco,2,5
Donnie Brasco,4,5
Donnie Brasco,2,5
Donnie Brasco,12,3
Donnie Brasco,5,5
Donnie Brasco,4,4
Donnie Brasco,2,5
Donnie Brasco,4,3
Donnie Brasco,2,5
Donnie Brasco,5,5
Donnie Brasco,8,4
Donnie Brasco,50,4
Donnie Brasco,11,5
Donnie Brasco,14,5
Donnie Brasco,10,5
Donnie Brasco,8,5
Donnie Brasco,15,5
Donnie Brasco,25,2
Donnie Brasco,63,4
Donnie Brasco,11,5
Donnie Brasco,7,4
Donnie Brasco,4,2
Donnie Brasco,19,5
Donnie Brasco,43,3
Donnie Brasco,28,5
Donnie Brasco,8,1
Donnie Brasco,4,5
Donnie Brasco,13,1
Donnie Brasco,5,5
Donnie Brasco,17,5
The Devils Own,15,1
The Devils Own,14,4
The Devils Own,4,4
The Devils Own,66,4
The Devils Own,11,4
The Devils Own,38,5
The Devils Own,28,5
The Devils Own,6,5
The Devils Own,9,4
The Devils Own,21,1
The Devils Own,12,5
The Devils Own,23,3
The Devils Own,6,5
The Devils Own,24,4
The Devils Own,4,4
The Devils Own,3,2
The Devils Own,17,5
The Devils Own,9,1
The Devils Own,8,5
The Devils Own,25,1
The Devils Own,5,2
The Devils Own,7,4
The Devils Own,25,5
The Devils Own,68,2
The Devils Own,9,5
The Devils Own,0,5
The Devils Own,22,3
The Devils Own,16,5
The Devils Own,1,5
The Devils Own,31,3
The Devils Own,60,4
The Devils Own,17,2
The Devils Own,31,4
The Devils Own,106,3
The Devils Own,5,5
The Devils Own,3,5
The Devils Own,27,4
The Devils Own,7,3
Much Ado About Nothing,19,5
Much Ado About Nothing,2,5
Much Ado About Nothing,15,5
Much Ado About Nothing,11,5
Much Ado About Nothing,8,3
Much Ado About Nothing,4,5
Much Ado About Nothing,15,5
Much Ado About Nothing,85,2
Much Ado About Nothing,35,1
Much Ado About Nothing,34,5
Much Ado About Nothing,5,5
Much Ado About Nothing,37,4
Much Ado About Nothing,37,4
Much Ado About Nothing,4,1
Much Ado About Nothing,13,5
Much Ado About Nothing,82,5
Much Ado About Nothing,12,4
Much Ado About Nothing,8,5
Much Ado About Nothing,2,5
Much Ado About Nothing,37,1
Much Ado About Nothing,4,5
Much Ado About Nothing,14,5
Much Ado About Nothing,7,5
Much Ado About Nothing,14,5
Much Ado About Nothing,79,5
Much Ado About Nothing,14,4
Much Ado About Nothing,12,5
Much Ado About Nothing,4,3
Much Ado About Nothing,14,4
Much Ado About Nothing,61,4
Much Ado About Nothing,44,4
Much Ado About Nothing,6,5
Much Ado About Nothing,73,5
Much Ado About Nothing,23,3
Much Ado About Nothing,9,3
Much Ado About Nothing,4,3
Much Ado About Nothing,9,5
Much Ado About Nothing,7,4
Much Ado About Nothing,2,5
Much Ado About Nothing,2,5
Much Ado About Nothing,21,4
Much Ado About Nothing,47,5
Much Ado About Nothing,24,5
Much Ado About Nothing,70,5
Much Ado About Nothing,4,5
Much Ado About Nothing,6,1
Much Ado About Nothing,18,5
Much Ado About Nothing,6,5
Much Ado About Nothing,21,5
Much Ado About Nothing,42,5
Much Ado About Nothing,6,5
Much Ado About Nothing,10,5
Much Ado About Nothing,38,5
Much Ado About Nothing,20,5
Much Ado About Nothing,39,4
Much Ado About Nothing,36,5
Much Ado About Nothing,25,4
Much Ado About Nothing,20,4
Much Ado About Nothing,93,5
Much Ado About Nothing,11,3
Much Ado About Nothing,3,5
Much Ado About Nothing,6,5
Much Ado About Nothing,3,4
Much Ado About Nothing,27,5
Much Ado About Nothing,9,5
Much Ado About Nothing,52,5
Much Ado About Nothing,10,5
Much Ado About Nothing,16,5
Much Ado About Nothing,3,5
Much Ado About Nothing,22,5
Much Ado About Nothing,30,5
Much Ado About Nothing,32,5
Much Ado About Nothing,36,5
Much Ado About Nothing,4,5
Much Ado About Nothing,5,5
Much Ado About Nothing,39,4
Much Ado About Nothing,25,5
Much Ado About Nothing,3,2
Much Ado About Nothing,6,5
Much Ado About Nothing,11,5
Much Ado About Nothing,8,5
Much Ado About Nothing,25,5
Much Ado About Nothing,9,5
Much Ado About Nothing,13,5
Much Ado About Nothing,11,5
Much Ado About Nothing,5,4
Much Ado About Nothing,69,3
Much Ado About Nothing,9,4
Much Ado About Nothing,5,4
Much Ado About Nothing,3,3
Much Ado About Nothing,20,5
Much Ado About Nothing,3,5
Much Ado About Nothing,24,4
Much Ado About Nothing,32,5
Much Ado About Nothing,34,5
Much Ado About Nothing,11,5
Much Ado About Nothing,44,5
Much Ado About Nothing,30,4
Much Ado About Nothing,2,5
Much Ado About Nothing,12,5
Much Ado About Nothing,27,5
Much Ado About Nothing,5,5
Much Ado About Nothing,5,5
Much Ado About Nothing,2,5
Much Ado About Nothing,22,5
Much Ado About Nothing,15,5
Much Ado About Nothing,32,5
Much Ado About Nothing,53,5
Much Ado About Nothing,11,5
Much Ado About Nothing,12,5
Much Ado About Nothing,46,5
Much Ado About Nothing,23,4
Much Ado About Nothing,11,5
Much Ado About Nothing,4,5
Much Ado About Nothing,21,3
Much Ado About Nothing,6,5
Much Ado About Nothing,2,4
Much Ado About Nothing,11,4
Much Ado About Nothing,5,2
Much Ado About Nothing,6,5
Much Ado About Nothing,12,5
Much Ado About Nothing,20,4
Much Ado About Nothing,12,5
Much Ado About Nothing,13,5
Much Ado About Nothing,23,4
Much Ado About Nothing,35,4
Much Ado About Nothing,9,4
Much Ado About Nothing,8,5
Much Ado About Nothing,4,5
Much Ado About Nothing,7,5
Much Ado About Nothing,21,4
Much Ado About Nothing,59,5
Much Ado About Nothing,55,4
Much Ado About Nothing,7,5
Much Ado About Nothing,14,4
Much Ado About Nothing,16,5
Much Ado About Nothing,1,5
Much Ado About Nothing,9,4
Much Ado About Nothing,23,5
Much Ado About Nothing,10,4
Much Ado About Nothing,4,5
Much Ado About Nothing,38,5
Much Ado About Nothing,62,5
Much Ado About Nothing,19,4
Much Ado About Nothing,6,5
Much Ado About Nothing,10,4
Much Ado About Nothing,5,3
Much Ado About Nothing,47,1
Much Ado About Nothing,6,3
Much Ado About Nothing,7,5
Much Ado About Nothing,107,5
Much Ado About Nothing,7,5
Much Ado About Nothing,9,5
Much Ado About Nothing,11,5
Much Ado About Nothing,4,5
Much Ado About Nothing,9,5
Much Ado About Nothing,6,5
Much Ado About Nothing,4,5
Much Ado About Nothing,32,5
Much Ado About Nothing,11,5
Much Ado About Nothing,29,3
Much Ado About Nothing,8,5
Much Ado About Nothing,21,5
Much Ado About Nothing,10,5
Much Ado About Nothing,3,5
Much Ado About Nothing,5,5
Much Ado About Nothing,11,5
Much Ado About Nothing,13,5
Single White Female,13,4
Single White Female,7,3
Single White Female,10,3
Single White Female,53,3
Single White Female,18,5
Single White Female,22,5
Single White Female,11,5
Single White Female,8,3
Single White Female,18,1
Single White Female,17,4
Single White Female,0,4
