movieName,differenceFrequency,rating
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,24,5
Close Encounters of the Third Kind,51,5
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,7,2
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,39,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,28,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,14,3
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,33,4
Close Encounters of the Third Kind,41,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,5,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,28,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,28,5
Close Encounters of the Third Kind,30,4
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,9,3
Close Encounters of the Third Kind,33,4
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,16,5
Close Encounters of the Third Kind,14,4
Close Encounters of the Third Kind,20,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,3,4
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,164,5
Close Encounters of the Third Kind,40,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,15,4
Close Encounters of the Third Kind,28,5
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,20,5
Close Encounters of the Third Kind,8,4
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,20,1
Close Encounters of the Third Kind,26,2
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,13,4
Close Encounters of the Third Kind,7,4
Close Encounters of the Third Kind,16,4
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,5,2
Close Encounters of the Third Kind,28,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,22,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,48,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,22,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,18,4
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,39,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,9,3
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,37,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,45,5
Close Encounters of the Third Kind,44,2
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,7,3
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,4,4
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,9,2
Close Encounters of the Third Kind,42,4
Close Encounters of the Third Kind,26,3
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,23,2
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,108,3
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,20,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,19,2
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,60,5
Close Encounters of the Third Kind,24,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,20,5
Close Encounters of the Third Kind,11,3
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,21,2
Close Encounters of the Third Kind,28,1
Close Encounters of the Third Kind,30,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,8,3
Close Encounters of the Third Kind,35,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,16,3
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,29,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,13,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,10,1
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,11,4
Close Encounters of the Third Kind,9,3
Close Encounters of the Third Kind,56,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,46,5
Close Encounters of the Third Kind,60,5
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,24,3
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,26,4
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,3,2
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,17,1
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,36,5
Close Encounters of the Third Kind,66,4
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,37,5
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,7,1
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,14,1
Close Encounters of the Third Kind,8,1
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,51,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,3,4
Close Encounters of the Third Kind,13,2
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,-1,5
Close Encounters of the Third Kind,5,4
Close Encounters of the Third Kind,12,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,7,4
The Pillow Book,15,5
The Pillow Book,8,5
The Pillow Book,34,5
The Pillow Book,51,4
The Pillow Book,25,4
The Pillow Book,4,3
The Pillow Book,19,5
The Pillow Book,34,5
The Pillow Book,8,5
The Pillow Book,29,5
The Pillow Book,4,3
The Pillow Book,7,5
The Pillow Book,5,1
The Pillow Book,12,1
The Pillow Book,15,3
The Pillow Book,40,4
The Pillow Book,3,2
The Pillow Book,35,4
The Pillow Book,2,5
The Pillow Book,7,1
The Pillow Book,4,4
The Pillow Book,25,4
The Pillow Book,26,5
The Pillow Book,9,5
The Pillow Book,17,3
The Pillow Book,14,4
The Pillow Book,9,5
The Pillow Book,7,5
The Pillow Book,27,1
The Pillow Book,13,5
The Pillow Book,8,1
The Pillow Book,7,5
The Pillow Book,11,1
The Pillow Book,-2,4
The Pillow Book,15,3
The Pillow Book,3,4
The Pillow Book,5,2
The Pillow Book,17,5
The Pillow Book,13,5
The Pillow Book,17,5
Anaconda,1,5
Anaconda,24,1
Anaconda,31,3
Anaconda,4,1
Anaconda,9,3
Anaconda,3,4
Anaconda,29,2
Anaconda,4,5
Anaconda,8,4
Anaconda,10,5
Anaconda,16,2
Anaconda,4,3
Anaconda,16,4
Anaconda,2,5
Anaconda,46,4
Anaconda,3,2
Anaconda,14,3
Anaconda,27,3
Anaconda,5,5
Anaconda,23,1
Anaconda,8,4
Anaconda,21,5
Anaconda,15,3
Anaconda,9,2
Anaconda,-5,5
Anaconda,1,4
Anaconda,55,2
Anaconda,6,3
Anaconda,2,3
Anaconda,20,4
Anaconda,1,4
Anaconda,2,5
Anaconda,6,2
Anaconda,6,4
Anaconda,2,1
Anaconda,1,3
Anaconda,9,2
Anaconda,32,5
Anaconda,-1,3
Anaconda,-1,5
Anaconda,4,4
Anaconda,26,3
Anaconda,5,1
Anaconda,4,2
Anaconda,1,5
Anaconda,11,3
Anaconda,2,2
Anaconda,27,4
Anaconda,7,3
Anaconda,17,4
Anaconda,14,4
Anaconda,3,1
Anaconda,15,4
Anaconda,11,4
Anaconda,1,4
Anaconda,5,4
Anaconda,16,2
Anaconda,2,4
Anaconda,17,4
Anaconda,17,4
Anaconda,8,2
Anaconda,10,3
Anaconda,11,2
Anaconda,28,4
Anaconda,10,3
Anaconda,8,4
Anaconda,8,4
Anaconda,5,1
Anaconda,7,5
Anaconda,5,5
Anaconda,32,3
Anaconda,-1,4
Anaconda,33,3
Anaconda,-1,5
Anaconda,5,5
Anaconda,8,3
Anaconda,0,5
Anaconda,3,1
Anaconda,4,5
Anaconda,6,1
Anaconda,4,1
Anaconda,10,1
Anaconda,-1,2
Anaconda,33,3
Anaconda,2,5
Anaconda,17,4
Anaconda,37,1
Anaconda,3,4
Anaconda,8,4
Anaconda,19,4
Anaconda,5,1
Anaconda,26,4
Anaconda,0,4
Anaconda,23,5
Anaconda,4,3
Anaconda,9,5
Anaconda,8,3
Anaconda,4,3
Anaconda,5,2
Anaconda,18,4
Anaconda,5,2
Anaconda,23,5
Anaconda,10,1
Anaconda,5,4
Anaconda,7,5
Anaconda,14,3
Anaconda,7,3
Anaconda,4,5
Anaconda,37,3
Anaconda,7,5
Anaconda,7,4
Anaconda,1,5
Anaconda,8,3
Anaconda,7,4
Anaconda,2,3
Anaconda,0,5
The Professional,1,5
The Professional,14,5
The Professional,15,5
The Professional,10,3
The Professional,32,4
The Professional,16,5
The Professional,4,5
The Professional,15,5
The Professional,7,5
The Professional,11,5
The Professional,2,4
The Professional,4,5
The Professional,12,4
The Professional,15,5
The Professional,32,5
The Professional,23,4
The Professional,23,5
The Professional,50,5
The Professional,16,5
The Professional,4,5
The Professional,9,1
The Professional,20,5
The Professional,3,5
The Professional,40,5
The Professional,13,5
The Professional,15,4
The Professional,13,5
The Professional,43,5
The Professional,16,5
The Professional,2,5
The Professional,11,5
The Professional,11,4
The Professional,2,5
The Professional,13,5
The Professional,22,5
The Professional,23,5
The Professional,1,5
The Professional,24,5
The Professional,25,5
The Professional,22,5
The Professional,6,5
The Professional,3,3
The Professional,2,5
The Professional,36,5
The Professional,11,5
The Professional,11,5
The Professional,5,5
The Professional,16,5
The Professional,13,5
The Professional,3,4
The Professional,18,4
The Professional,7,4
The Professional,34,5
The Professional,3,5
The Professional,5,5
The Professional,3,5
The Professional,27,5
The Professional,4,5
The Professional,16,3
The Professional,8,5
The Professional,1,5
The Professional,31,5
The Professional,3,5
The Professional,39,5
The Professional,4,5
The Professional,10,5
The Professional,17,5
The Professional,18,4
The Professional,8,5
The Professional,1,5
The Professional,1,5
The Professional,77,5
The Professional,40,4
The Professional,3,5
The Professional,10,5
The Professional,6,5
The Professional,14,5
The Professional,39,4
The Professional,24,3
The Professional,2,5
The Professional,12,2
The Professional,6,4
The Professional,9,5
The Professional,6,5
The Professional,50,5
The Professional,9,5
The Professional,19,4
The Professional,5,4
The Professional,3,5
The Professional,3,4
The Professional,8,5
The Professional,8,5
The Professional,9,5
The Professional,5,5
The Professional,17,5
The Professional,11,5
The Professional,8,4
The Professional,9,5
The Professional,8,5
The Professional,9,5
The Professional,11,5
The Professional,4,5
The Professional,5,1
The Professional,17,5
The Professional,30,5
The Professional,35,5
The Professional,5,3
The Professional,1,5
The Professional,3,5
The Professional,11,4
The Professional,27,5
The Professional,14,5
The Professional,7,4
The Professional,28,5
The Professional,11,5
The Professional,5,5
The Professional,8,5
The Professional,45,5
The Professional,35,4
The Professional,3,5
The Professional,23,5
The Professional,13,2
The Professional,22,5
The Professional,8,5
The Professional,3,5
The Professional,3,5
The Professional,9,5
The Professional,12,4
The Professional,10,5
The Professional,4,5
The Professional,12,4
The Professional,14,5
The Professional,5,5
The Professional,4,5
The Professional,1,5
The Professional,23,4
The Professional,23,5
The Professional,10,4
The Professional,24,5
The Professional,13,5
The Professional,1,5
The Professional,14,3
The Professional,3,4
The Professional,43,4
The Professional,20,4
The Professional,4,5
The Professional,12,5
The Professional,35,5
The Professional,27,3
The Professional,28,1
The Professional,27,4
The Professional,25,5
The Professional,45,5
The Professional,1,5
The Professional,27,5
The Professional,6,5
The Professional,6,5
The Professional,5,4
The Professional,7,5
The Professional,2,5
The Professional,5,5
The Professional,24,5
The Professional,23,4
The Professional,20,5
The Professional,18,4
The Professional,39,5
The Professional,2,5
The Professional,26,4
The Professional,7,5
The Professional,2,5
The Professional,13,3
The Professional,22,5
The Professional,10,5
The Professional,11,4
The Professional,3,4
The Professional,7,5
The Professional,0,3
The Professional,27,5
The Professional,37,5
The Professional,4,5
The Professional,1,5
The Professional,13,5
The Professional,13,5
The Professional,35,5
The Professional,10,5
The Professional,6,4
The Professional,4,5
The Professional,25,5
The Professional,11,4
The Professional,19,5
The Professional,16,5
The Professional,4,2
The Professional,39,3
The Professional,7,5
The Professional,5,3
The Professional,5,4
The Professional,4,4
The Professional,16,5
The Professional,3,1
The Professional,13,5
The Professional,14,5
The Professional,24,2
The Professional,37,5
The Professional,1,5
The Professional,3,5
The Professional,18,5
The Professional,2,5
The Professional,5,5
The Professional,5,5
The Professional,7,5
The Professional,1,5
The Professional,33,4
The Professional,13,3
The Professional,12,1
The Professional,17,5
The Professional,7,1
The Professional,2,4
The Professional,-1,5
The Professional,10,1
The Professional,17,1
The Professional,4,5
The Professional,-2,4
The Professional,5,5
The Professional,28,5
The Professional,7,5
The Professional,16,4
The Professional,25,5
The Professional,0,2
The Professional,3,5
The Professional,22,5
The Professional,22,5
The Professional,8,4
The Professional,5,4
The Professional,5,5
The Professional,11,5
The Professional,36,5
The Professional,9,5
The Professional,2,5
The Professional,32,3
The Professional,28,5
The Professional,3,5
The Professional,24,5
The Professional,5,5
The Professional,7,5
The Professional,24,5
The Professional,12,4
The Professional,19,4
The Professional,7,5
The Professional,15,5
The Professional,31,5
The Professional,15,5
The Professional,20,5
The Professional,7,5
The Professional,2,5
The Professional,6,4
The Professional,29,5
The Professional,10,5
The Professional,2,5
The Professional,5,5
The Professional,35,5
The Professional,13,5
The Professional,11,5
The Professional,9,5
The Professional,19,5
The Professional,4,5
The Professional,14,5
The Professional,29,5
The Professional,16,5
The Professional,7,5
The Professional,11,3
The Professional,36,5
The Professional,29,5
The Professional,9,5
The Professional,13,5
The Professional,4,5
The Professional,14,5
The Professional,9,5
The Professional,10,5
The Professional,11,5
The Professional,12,5
The Professional,6,4
The Professional,45,4
The Professional,3,5
The Professional,15,5
The Professional,4,4
The Professional,2,5
The Professional,2,5
The Professional,9,4
The Professional,2,4
The Professional,6,5
Big Night,1,4
Big Night,9,5
Big Night,18,5
Big Night,10,4
Big Night,0,4
Big Night,5,4
Big Night,5,4
Big Night,10,4
Big Night,4,4
Big Night,54,5
Big Night,1,4
Big Night,1,4
Big Night,5,4
Big Night,11,5
Big Night,3,3
Big Night,6,1
Big Night,1,1
Big Night,21,4
Big Night,2,5
Big Night,4,4
Big Night,11,4
Big Night,2,3
Big Night,16,4
Big Night,12,5
Big Night,6,5
Big Night,27,5
Big Night,39,5
Big Night,6,3
Big Night,0,4
Big Night,47,5
Big Night,9,4
Big Night,0,3
Big Night,6,5
Big Night,-3,3
Big Night,9,5
Big Night,6,5
Big Night,4,5
Big Night,2,5
Big Night,1,5
Big Night,9,5
Big Night,0,5
Big Night,11,5
Big Night,48,4
Big Night,17,5
Big Night,10,5
Big Night,17,5
Big Night,14,5
Big Night,3,4
Big Night,24,2
Big Night,-7,4
Big Night,2,3
Big Night,4,4
Big Night,5,5
Big Night,4,3
Big Night,12,5
Big Night,19,4
Big Night,20,5
Big Night,16,5
Big Night,11,4
Big Night,70,3
Big Night,45,5
Big Night,6,5
Big Night,17,5
Big Night,9,5
Big Night,-2,5
Big Night,6,5
Big Night,12,3
Big Night,24,5
Big Night,2,3
Big Night,21,3
Big Night,3,5
Big Night,2,4
Big Night,22,5
Big Night,84,5
Big Night,21,5
Big Night,21,4
Big Night,5,5
Big Night,6,2
Big Night,6,5
Big Night,6,4
Big Night,14,5
Big Night,29,5
Big Night,16,5
Big Night,7,5
Big Night,12,5
Big Night,10,5
Big Night,3,4
Big Night,4,5
Big Night,7,5
Big Night,0,1
Big Night,3,5
Big Night,3,1
Big Night,5,3
Donnie Brasco,23,4
Donnie Brasco,10,4
Donnie Brasco,15,5
Donnie Brasco,4,5
Donnie Brasco,3,5
Donnie Brasco,1,5
Donnie Brasco,14,5
Donnie Brasco,3,2
Donnie Brasco,3,4
Donnie Brasco,20,4
Donnie Brasco,24,5
Donnie Brasco,59,5
Donnie Brasco,29,5
Donnie Brasco,25,4
Donnie Brasco,22,5
Donnie Brasco,2,5
Donnie Brasco,6,4
Donnie Brasco,5,5
Donnie Brasco,10,5
Donnie Brasco,7,3
Donnie Brasco,5,4
Donnie Brasco,5,5
Donnie Brasco,1,3
Donnie Brasco,4,5
Donnie Brasco,3,5
Donnie Brasco,3,5
Donnie Brasco,3,5
Donnie Brasco,14,5
Donnie Brasco,13,5
Donnie Brasco,4,5
Donnie Brasco,7,4
Donnie Brasco,7,5
Donnie Brasco,8,5
Donnie Brasco,14,5
Donnie Brasco,1,5
Donnie Brasco,1,5
Donnie Brasco,6,4
Donnie Brasco,17,5
Donnie Brasco,10,3
Donnie Brasco,11,5
Donnie Brasco,3,5
Donnie Brasco,9,5
Donnie Brasco,3,5
Donnie Brasco,10,5
Donnie Brasco,3,5
Donnie Brasco,4,4
Donnie Brasco,2,5
Donnie Brasco,18,5
Donnie Brasco,13,5
Donnie Brasco,16,4
Donnie Brasco,13,5
Donnie Brasco,5,3
Donnie Brasco,8,5
Donnie Brasco,17,5
Donnie Brasco,12,5
Donnie Brasco,21,5
Donnie Brasco,36,5
Donnie Brasco,4,4
Donnie Brasco,5,5
Donnie Brasco,5,5
Donnie Brasco,11,5
Donnie Brasco,2,5
Donnie Brasco,9,4
Donnie Brasco,12,5
Donnie Brasco,7,5
Donnie Brasco,9,5
Donnie Brasco,23,2
Donnie Brasco,6,5
Donnie Brasco,17,5
Donnie Brasco,10,5
Donnie Brasco,21,4
Donnie Brasco,14,5
Donnie Brasco,17,5
Donnie Brasco,11,3
Donnie Brasco,9,3
Donnie Brasco,23,4
Donnie Brasco,41,5
Donnie Brasco,12,3
Donnie Brasco,27,5
Donnie Brasco,11,5
Donnie Brasco,21,4
Donnie Brasco,16,3
Donnie Brasco,10,2
Donnie Brasco,10,5
Donnie Brasco,15,3
Donnie Brasco,11,5
Donnie Brasco,5,5
Donnie Brasco,7,5
Donnie Brasco,11,4
Donnie Brasco,32,5
Donnie Brasco,7,4
Donnie Brasco,26,5
Donnie Brasco,12,5
Donnie Brasco,6,4
Donnie Brasco,3,5
Donnie Brasco,7,4
Donnie Brasco,3,5
Donnie Brasco,35,3
Donnie Brasco,2,3
Donnie Brasco,27,5
Donnie Brasco,17,5
Donnie Brasco,17,5
Donnie Brasco,5,5
Donnie Brasco,21,5
Donnie Brasco,10,2
Donnie Brasco,9,4
Donnie Brasco,12,5
Donnie Brasco,2,5
Donnie Brasco,4,5
Donnie Brasco,1,5
Donnie Brasco,10,3
Donnie Brasco,4,5
Donnie Brasco,4,4
Donnie Brasco,0,5
Donnie Brasco,1,3
Donnie Brasco,2,5
Donnie Brasco,5,5
Donnie Brasco,7,4
Donnie Brasco,36,4
Donnie Brasco,6,5
Donnie Brasco,8,5
Donnie Brasco,9,5
Donnie Brasco,6,5
Donnie Brasco,14,5
Donnie Brasco,16,2
Donnie Brasco,43,4
Donnie Brasco,11,5
Donnie Brasco,6,4
Donnie Brasco,2,2
Donnie Brasco,13,5
Donnie Brasco,27,3
Donnie Brasco,25,5
Donnie Brasco,3,1
Donnie Brasco,4,5
Donnie Brasco,11,1
Donnie Brasco,4,5
Donnie Brasco,11,5
The Devils Own,3,1
The Devils Own,3,4
The Devils Own,1,4
The Devils Own,35,4
The Devils Own,5,4
The Devils Own,22,5
The Devils Own,19,5
The Devils Own,6,5
The Devils Own,4,4
The Devils Own,13,1
The Devils Own,6,5
The Devils Own,17,3
The Devils Own,4,5
The Devils Own,15,4
The Devils Own,3,4
The Devils Own,3,2
The Devils Own,13,5
The Devils Own,1,1
The Devils Own,7,5
The Devils Own,18,1
The Devils Own,4,2
The Devils Own,4,4
The Devils Own,13,5
The Devils Own,33,2
The Devils Own,8,5
The Devils Own,0,5
The Devils Own,11,3
The Devils Own,13,5
The Devils Own,-1,5
The Devils Own,21,3
The Devils Own,44,4
The Devils Own,10,2
The Devils Own,24,4
The Devils Own,55,3
The Devils Own,4,5
The Devils Own,2,5
The Devils Own,14,4
The Devils Own,7,3
Much Ado About Nothing,16,5
Much Ado About Nothing,1,5
Much Ado About Nothing,12,5
Much Ado About Nothing,9,5
Much Ado About Nothing,4,3
Much Ado About Nothing,2,5
Much Ado About Nothing,12,5
Much Ado About Nothing,63,2
Much Ado About Nothing,23,1
Much Ado About Nothing,24,5
Much Ado About Nothing,2,5
Much Ado About Nothing,31,4
Much Ado About Nothing,23,4
Much Ado About Nothing,3,1
Much Ado About Nothing,10,5
Much Ado About Nothing,50,5
Much Ado About Nothing,11,4
Much Ado About Nothing,7,5
Much Ado About Nothing,1,5
Much Ado About Nothing,27,1
Much Ado About Nothing,2,5
Much Ado About Nothing,14,5
Much Ado About Nothing,6,5
Much Ado About Nothing,8,5
Much Ado About Nothing,48,5
Much Ado About Nothing,8,4
Much Ado About Nothing,7,5
Much Ado About Nothing,1,3
Much Ado About Nothing,13,4
Much Ado About Nothing,40,4
Much Ado About Nothing,35,4
Much Ado About Nothing,6,5
Much Ado About Nothing,50,5
Much Ado About Nothing,21,3
Much Ado About Nothing,8,3
Much Ado About Nothing,3,3
Much Ado About Nothing,8,5
Much Ado About Nothing,5,4
Much Ado About Nothing,1,5
Much Ado About Nothing,2,5
Much Ado About Nothing,16,4
Much Ado About Nothing,28,5
Much Ado About Nothing,15,5
Much Ado About Nothing,40,5
Much Ado About Nothing,3,5
Much Ado About Nothing,1,1
Much Ado About Nothing,15,5
Much Ado About Nothing,5,5
Much Ado About Nothing,19,5
Much Ado About Nothing,29,5
Much Ado About Nothing,6,5
Much Ado About Nothing,7,5
Much Ado About Nothing,20,5
Much Ado About Nothing,15,5
Much Ado About Nothing,19,4
Much Ado About Nothing,26,5
Much Ado About Nothing,18,4
Much Ado About Nothing,19,4
Much Ado About Nothing,61,5
Much Ado About Nothing,9,3
Much Ado About Nothing,3,5
Much Ado About Nothing,5,5
Much Ado About Nothing,2,4
Much Ado About Nothing,22,5
Much Ado About Nothing,9,5
Much Ado About Nothing,29,5
Much Ado About Nothing,9,5
Much Ado About Nothing,13,5
Much Ado About Nothing,1,5
Much Ado About Nothing,20,5
Much Ado About Nothing,27,5
Much Ado About Nothing,21,5
Much Ado About Nothing,27,5
Much Ado About Nothing,3,5
Much Ado About Nothing,4,5
Much Ado About Nothing,20,4
Much Ado About Nothing,13,5
Much Ado About Nothing,2,2
Much Ado About Nothing,5,5
Much Ado About Nothing,6,5
Much Ado About Nothing,6,5
Much Ado About Nothing,18,5
Much Ado About Nothing,6,5
Much Ado About Nothing,5,5
Much Ado About Nothing,9,5
Much Ado About Nothing,4,4
Much Ado About Nothing,48,3
Much Ado About Nothing,8,4
Much Ado About Nothing,4,4
Much Ado About Nothing,2,3
Much Ado About Nothing,11,5
Much Ado About Nothing,1,5
Much Ado About Nothing,13,4
Much Ado About Nothing,28,5
Much Ado About Nothing,21,5
Much Ado About Nothing,9,5
Much Ado About Nothing,34,5
Much Ado About Nothing,23,4
Much Ado About Nothing,1,5
Much Ado About Nothing,10,5
Much Ado About Nothing,12,5
Much Ado About Nothing,5,5
Much Ado About Nothing,4,5
Much Ado About Nothing,2,5
Much Ado About Nothing,18,5
Much Ado About Nothing,12,5
Much Ado About Nothing,22,5
Much Ado About Nothing,33,5
Much Ado About Nothing,10,5
Much Ado About Nothing,9,5
Much Ado About Nothing,26,5
Much Ado About Nothing,21,4
Much Ado About Nothing,10,5
Much Ado About Nothing,4,5
Much Ado About Nothing,18,3
Much Ado About Nothing,2,5
Much Ado About Nothing,1,4
Much Ado About Nothing,10,4
Much Ado About Nothing,5,2
Much Ado About Nothing,6,5
Much Ado About Nothing,10,5
Much Ado About Nothing,17,4
Much Ado About Nothing,7,5
Much Ado About Nothing,13,5
Much Ado About Nothing,20,4
Much Ado About Nothing,28,4
Much Ado About Nothing,9,4
Much Ado About Nothing,6,5
Much Ado About Nothing,3,5
Much Ado About Nothing,7,5
Much Ado About Nothing,12,4
Much Ado About Nothing,38,5
Much Ado About Nothing,28,4
Much Ado About Nothing,3,5
Much Ado About Nothing,10,4
Much Ado About Nothing,10,5
Much Ado About Nothing,-1,5
Much Ado About Nothing,9,4
Much Ado About Nothing,15,5
Much Ado About Nothing,9,4
Much Ado About Nothing,3,5
Much Ado About Nothing,25,5
Much Ado About Nothing,47,5
Much Ado About Nothing,14,4
Much Ado About Nothing,4,5
Much Ado About Nothing,7,4
Much Ado About Nothing,4,3
Much Ado About Nothing,29,1
Much Ado About Nothing,1,3
Much Ado About Nothing,5,5
Much Ado About Nothing,66,5
Much Ado About Nothing,7,5
Much Ado About Nothing,5,5
Much Ado About Nothing,5,5
Much Ado About Nothing,3,5
Much Ado About Nothing,8,5
Much Ado About Nothing,4,5
Much Ado About Nothing,3,5
Much Ado About Nothing,22,5
Much Ado About Nothing,5,5
Much Ado About Nothing,22,3
Much Ado About Nothing,3,5
Much Ado About Nothing,14,5
Much Ado About Nothing,8,5
Much Ado About Nothing,1,5
Much Ado About Nothing,5,5
Much Ado About Nothing,9,5
Much Ado About Nothing,10,5
Single White Female,7,4
Single White Female,2,3
Single White Female,8,3
Single White Female,36,3
Single White Female,14,5
Single White Female,6,5
Single White Female,0,5
