movieName,negativeFrequency,rating
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,29,5
Close Encounters of the Third Kind,38,5
Close Encounters of the Third Kind,40,5
Close Encounters of the Third Kind,7,2
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,37,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,21,4
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,23,3
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,16,4
Close Encounters of the Third Kind,35,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,3,4
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,28,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,36,5
Close Encounters of the Third Kind,38,4
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,9,3
Close Encounters of the Third Kind,40,4
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,8,4
Close Encounters of the Third Kind,41,5
Close Encounters of the Third Kind,14,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,180,5
Close Encounters of the Third Kind,47,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,21,4
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,17,1
Close Encounters of the Third Kind,22,2
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,4,4
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,12,4
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,1,2
Close Encounters of the Third Kind,55,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,4,4
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,57,5
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,15,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,7,4
Close Encounters of the Third Kind,35,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,6,3
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,39,5
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,29,2
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,3,3
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,2,4
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,16,2
Close Encounters of the Third Kind,44,4
Close Encounters of the Third Kind,22,3
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,27,2
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,26,5
Close Encounters of the Third Kind,62,3
Close Encounters of the Third Kind,4,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,16,4
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,41,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,18,2
Close Encounters of the Third Kind,23,5
Close Encounters of the Third Kind,31,5
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,10,5
Close Encounters of the Third Kind,40,5
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,9,5
Close Encounters of the Third Kind,7,3
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,26,2
Close Encounters of the Third Kind,24,1
Close Encounters of the Third Kind,29,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,3,3
Close Encounters of the Third Kind,11,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,10,3
Close Encounters of the Third Kind,17,5
Close Encounters of the Third Kind,26,4
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,10,4
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,9,1
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,11,4
Close Encounters of the Third Kind,5,3
Close Encounters of the Third Kind,44,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,30,5
Close Encounters of the Third Kind,33,5
Close Encounters of the Third Kind,24,5
Close Encounters of the Third Kind,19,3
Close Encounters of the Third Kind,18,5
Close Encounters of the Third Kind,29,4
Close Encounters of the Third Kind,42,5
Close Encounters of the Third Kind,3,5
Close Encounters of the Third Kind,7,5
Close Encounters of the Third Kind,3,2
Close Encounters of the Third Kind,2,5
Close Encounters of the Third Kind,12,1
Close Encounters of the Third Kind,12,5
Close Encounters of the Third Kind,21,5
Close Encounters of the Third Kind,29,5
Close Encounters of the Third Kind,88,4
Close Encounters of the Third Kind,12,4
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,52,5
Close Encounters of the Third Kind,9,4
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,4,1
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,19,5
Close Encounters of the Third Kind,6,5
Close Encounters of the Third Kind,10,1
Close Encounters of the Third Kind,14,1
Close Encounters of the Third Kind,27,5
Close Encounters of the Third Kind,41,5
Close Encounters of the Third Kind,1,5
Close Encounters of the Third Kind,0,5
Close Encounters of the Third Kind,0,4
Close Encounters of the Third Kind,18,2
Close Encounters of the Third Kind,13,5
Close Encounters of the Third Kind,5,5
Close Encounters of the Third Kind,5,4
Close Encounters of the Third Kind,6,4
Close Encounters of the Third Kind,8,5
Close Encounters of the Third Kind,20,4
The Pillow Book,7,5
The Pillow Book,9,5
The Pillow Book,33,5
The Pillow Book,31,4
The Pillow Book,13,4
The Pillow Book,3,3
The Pillow Book,6,5
The Pillow Book,24,5
The Pillow Book,10,5
The Pillow Book,18,5
The Pillow Book,0,3
The Pillow Book,7,5
The Pillow Book,10,1
The Pillow Book,15,1
The Pillow Book,14,3
The Pillow Book,29,4
The Pillow Book,2,2
The Pillow Book,25,4
The Pillow Book,2,5
The Pillow Book,5,1
The Pillow Book,5,4
The Pillow Book,15,4
The Pillow Book,11,5
The Pillow Book,6,5
The Pillow Book,25,3
The Pillow Book,8,4
The Pillow Book,2,5
The Pillow Book,15,5
The Pillow Book,12,1
The Pillow Book,8,5
The Pillow Book,10,1
The Pillow Book,7,5
The Pillow Book,7,1
The Pillow Book,7,4
The Pillow Book,19,3
The Pillow Book,1,4
The Pillow Book,5,2
The Pillow Book,8,5
The Pillow Book,9,5
The Pillow Book,21,5
Anaconda,0,5
Anaconda,52,1
Anaconda,16,3
Anaconda,6,1
Anaconda,7,3
Anaconda,11,4
Anaconda,27,2
Anaconda,3,5
Anaconda,8,4
Anaconda,11,5
Anaconda,23,2
Anaconda,6,3
Anaconda,12,4
Anaconda,3,5
Anaconda,41,4
Anaconda,8,2
Anaconda,15,3
Anaconda,19,3
Anaconda,19,5
Anaconda,13,1
Anaconda,11,4
Anaconda,30,5
Anaconda,20,3
Anaconda,11,2
Anaconda,6,5
Anaconda,10,4
Anaconda,48,2
Anaconda,22,3
Anaconda,1,3
Anaconda,22,4
Anaconda,9,4
Anaconda,4,5
Anaconda,11,2
Anaconda,6,4
Anaconda,11,1
Anaconda,2,3
Anaconda,13,2
Anaconda,47,5
Anaconda,10,3
Anaconda,2,5
Anaconda,4,4
Anaconda,21,3
Anaconda,7,1
Anaconda,4,2
Anaconda,3,5
Anaconda,12,3
Anaconda,14,2
Anaconda,61,4
Anaconda,12,3
Anaconda,10,4
Anaconda,6,4
Anaconda,2,1
Anaconda,24,4
Anaconda,16,4
Anaconda,2,4
Anaconda,2,4
Anaconda,28,2
Anaconda,1,4
Anaconda,21,4
Anaconda,20,4
Anaconda,6,2
Anaconda,3,3
Anaconda,11,2
Anaconda,29,4
Anaconda,13,3
Anaconda,16,4
Anaconda,16,4
Anaconda,7,1
Anaconda,3,5
Anaconda,4,5
Anaconda,38,3
Anaconda,3,4
Anaconda,32,3
Anaconda,4,5
Anaconda,10,5
Anaconda,12,3
Anaconda,0,5
Anaconda,1,1
Anaconda,6,5
Anaconda,3,1
Anaconda,6,1
Anaconda,9,1
Anaconda,6,2
Anaconda,66,3
Anaconda,2,5
Anaconda,19,4
Anaconda,35,1
Anaconda,11,4
Anaconda,4,4
Anaconda,17,4
Anaconda,10,1
Anaconda,19,4
Anaconda,3,4
Anaconda,36,5
Anaconda,6,3
Anaconda,8,5
Anaconda,4,3
Anaconda,3,3
Anaconda,2,2
Anaconda,8,4
Anaconda,3,2
Anaconda,68,5
Anaconda,22,1
Anaconda,5,4
Anaconda,13,5
Anaconda,5,3
Anaconda,3,3
Anaconda,1,5
Anaconda,42,3
Anaconda,2,5
Anaconda,3,4
Anaconda,2,5
Anaconda,4,3
Anaconda,14,4
Anaconda,3,3
Anaconda,3,5
The Professional,0,5
The Professional,5,5
The Professional,15,5
The Professional,17,3
The Professional,35,4
The Professional,18,5
The Professional,3,5
The Professional,4,5
The Professional,3,5
The Professional,3,5
The Professional,0,4
The Professional,3,5
The Professional,12,4
The Professional,7,5
The Professional,54,5
The Professional,28,4
The Professional,13,5
The Professional,49,5
The Professional,14,5
The Professional,3,5
The Professional,19,1
The Professional,15,5
The Professional,1,5
The Professional,45,5
The Professional,7,5
The Professional,4,4
The Professional,8,5
The Professional,45,5
The Professional,13,5
The Professional,3,5
The Professional,7,5
The Professional,10,4
The Professional,1,5
The Professional,2,5
The Professional,10,5
The Professional,13,5
The Professional,9,5
The Professional,21,5
The Professional,15,5
The Professional,9,5
The Professional,5,5
The Professional,12,3
The Professional,4,5
The Professional,47,5
The Professional,11,5
The Professional,6,5
The Professional,3,5
The Professional,11,5
The Professional,9,5
The Professional,0,4
The Professional,9,4
The Professional,1,4
The Professional,25,5
The Professional,1,5
The Professional,4,5
The Professional,3,5
The Professional,19,5
The Professional,3,5
The Professional,16,3
The Professional,12,5
The Professional,8,5
The Professional,12,5
The Professional,0,5
The Professional,28,5
The Professional,6,5
The Professional,8,5
The Professional,10,5
The Professional,17,4
The Professional,6,5
The Professional,0,5
The Professional,0,5
The Professional,67,5
The Professional,39,4
The Professional,1,5
The Professional,7,5
The Professional,4,5
The Professional,11,5
The Professional,19,4
The Professional,18,3
The Professional,5,5
The Professional,23,2
The Professional,22,4
The Professional,9,5
The Professional,2,5
The Professional,67,5
The Professional,3,5
The Professional,14,4
The Professional,3,4
The Professional,8,5
The Professional,3,4
The Professional,7,5
The Professional,11,5
The Professional,5,5
The Professional,7,5
The Professional,26,5
The Professional,23,5
The Professional,2,4
The Professional,9,5
The Professional,4,5
The Professional,7,5
The Professional,14,5
The Professional,2,5
The Professional,2,1
The Professional,5,5
The Professional,16,5
The Professional,31,5
The Professional,17,3
The Professional,3,5
The Professional,0,5
The Professional,9,4
The Professional,24,5
The Professional,11,5
The Professional,9,4
The Professional,28,5
The Professional,18,5
The Professional,1,5
The Professional,13,5
The Professional,31,5
The Professional,37,4
The Professional,2,5
The Professional,21,5
The Professional,17,2
The Professional,25,5
The Professional,5,5
The Professional,5,5
The Professional,4,5
The Professional,32,5
The Professional,6,4
The Professional,20,5
The Professional,1,5
The Professional,7,4
The Professional,13,5
The Professional,2,5
The Professional,1,5
The Professional,4,5
The Professional,8,4
The Professional,18,5
The Professional,7,4
The Professional,27,5
The Professional,24,5
The Professional,11,5
The Professional,15,3
The Professional,3,4
The Professional,26,4
The Professional,26,4
The Professional,5,5
The Professional,4,5
The Professional,23,5
The Professional,32,3
The Professional,41,1
The Professional,32,4
The Professional,23,5
The Professional,48,5
The Professional,2,5
The Professional,24,5
The Professional,3,5
The Professional,4,5
The Professional,21,4
The Professional,9,5
The Professional,1,5
The Professional,4,5
The Professional,24,5
The Professional,15,4
The Professional,33,5
The Professional,11,4
The Professional,20,5
The Professional,0,5
The Professional,32,4
The Professional,2,5
The Professional,1,5
The Professional,18,3
The Professional,60,5
The Professional,12,5
The Professional,9,4
The Professional,6,4
The Professional,4,5
The Professional,6,3
The Professional,12,5
The Professional,37,5
The Professional,1,5
The Professional,5,5
The Professional,12,5
The Professional,13,5
The Professional,33,5
The Professional,5,5
The Professional,3,4
The Professional,3,5
The Professional,11,5
The Professional,13,4
The Professional,14,5
The Professional,22,5
The Professional,5,2
The Professional,35,3
The Professional,0,5
The Professional,0,3
The Professional,1,4
The Professional,3,4
The Professional,15,5
The Professional,0,1
The Professional,12,5
The Professional,8,5
The Professional,26,2
The Professional,25,5
The Professional,3,5
The Professional,4,5
The Professional,3,5
The Professional,2,5
The Professional,4,5
The Professional,3,5
The Professional,2,5
The Professional,1,5
The Professional,17,4
The Professional,13,3
The Professional,8,1
The Professional,9,5
The Professional,9,1
The Professional,3,4
The Professional,4,5
The Professional,5,1
The Professional,21,1
The Professional,0,5
The Professional,8,4
The Professional,5,5
The Professional,17,5
The Professional,7,5
The Professional,5,4
The Professional,17,5
The Professional,1,2
The Professional,2,5
The Professional,18,5
The Professional,16,5
The Professional,8,4
The Professional,4,4
The Professional,1,5
The Professional,8,5
The Professional,29,5
The Professional,7,5
The Professional,4,5
The Professional,36,3
The Professional,12,5
The Professional,2,5
The Professional,26,5
The Professional,2,5
The Professional,4,5
The Professional,19,5
The Professional,6,4
The Professional,11,4
The Professional,2,5
The Professional,5,5
The Professional,30,5
The Professional,11,5
The Professional,14,5
The Professional,6,5
The Professional,0,5
The Professional,12,4
The Professional,34,5
The Professional,14,5
The Professional,0,5
The Professional,3,5
The Professional,38,5
The Professional,4,5
The Professional,5,5
The Professional,7,5
The Professional,21,5
The Professional,0,5
The Professional,10,5
The Professional,27,5
The Professional,16,5
The Professional,12,5
The Professional,6,3
The Professional,37,5
The Professional,34,5
The Professional,23,5
The Professional,3,5
The Professional,2,5
The Professional,2,5
The Professional,8,5
The Professional,19,5
The Professional,13,5
The Professional,39,5
The Professional,4,4
The Professional,40,4
The Professional,4,5
The Professional,11,5
The Professional,6,4
The Professional,10,5
The Professional,1,5
The Professional,6,4
The Professional,3,4
The Professional,8,5
Big Night,3,4
Big Night,10,5
Big Night,4,5
Big Night,6,4
Big Night,4,4
Big Night,3,4
Big Night,2,4
Big Night,9,4
Big Night,7,4
Big Night,42,5
Big Night,1,4
Big Night,3,4
Big Night,2,4
Big Night,13,5
Big Night,3,3
Big Night,10,1
Big Night,2,1
Big Night,17,4
Big Night,0,5
Big Night,6,4
Big Night,19,4
Big Night,2,3
Big Night,9,4
Big Night,6,5
Big Night,2,5
Big Night,30,5
Big Night,23,5
Big Night,0,3
Big Night,5,4
Big Night,30,5
Big Night,3,4
Big Night,2,3
Big Night,2,5
Big Night,3,3
Big Night,8,5
Big Night,0,5
Big Night,3,5
Big Night,3,5
Big Night,1,5
Big Night,21,5
Big Night,9,5
Big Night,4,5
Big Night,26,4
Big Night,3,5
Big Night,6,5
Big Night,8,5
Big Night,15,5
Big Night,3,4
Big Night,24,2
Big Night,9,4
Big Night,2,3
Big Night,5,4
Big Night,1,5
Big Night,9,3
Big Night,8,5
Big Night,25,4
Big Night,9,5
Big Night,11,5
Big Night,3,4
Big Night,32,3
Big Night,40,5
Big Night,0,5
Big Night,7,5
Big Night,15,5
Big Night,3,5
Big Night,3,5
Big Night,10,3
Big Night,20,5
Big Night,1,3
Big Night,14,3
Big Night,10,5
Big Night,8,4
Big Night,9,5
Big Night,68,5
Big Night,20,5
Big Night,15,4
Big Night,6,5
Big Night,5,2
Big Night,7,5
Big Night,1,4
Big Night,29,5
Big Night,32,5
Big Night,12,5
Big Night,2,5
Big Night,9,5
Big Night,8,5
Big Night,3,4
Big Night,3,5
Big Night,2,5
Big Night,7,1
Big Night,0,5
Big Night,7,1
Big Night,4,3
Donnie Brasco,30,4
Donnie Brasco,7,4
Donnie Brasco,4,5
Donnie Brasco,15,5
Donnie Brasco,3,5
Donnie Brasco,12,5
Donnie Brasco,8,5
Donnie Brasco,6,2
Donnie Brasco,1,4
Donnie Brasco,10,4
Donnie Brasco,24,5
Donnie Brasco,43,5
Donnie Brasco,32,5
Donnie Brasco,24,4
Donnie Brasco,22,5
Donnie Brasco,0,5
Donnie Brasco,2,4
Donnie Brasco,2,5
Donnie Brasco,11,5
Donnie Brasco,13,3
Donnie Brasco,6,4
Donnie Brasco,5,5
Donnie Brasco,1,3
Donnie Brasco,2,5
Donnie Brasco,1,5
Donnie Brasco,0,5
Donnie Brasco,1,5
Donnie Brasco,8,5
Donnie Brasco,8,5
Donnie Brasco,1,5
Donnie Brasco,2,4
Donnie Brasco,6,5
Donnie Brasco,16,5
Donnie Brasco,10,5
Donnie Brasco,1,5
Donnie Brasco,0,5
Donnie Brasco,4,4
Donnie Brasco,6,5
Donnie Brasco,7,3
Donnie Brasco,6,5
Donnie Brasco,4,5
Donnie Brasco,9,5
Donnie Brasco,5,5
Donnie Brasco,11,5
Donnie Brasco,0,5
Donnie Brasco,1,4
Donnie Brasco,2,5
Donnie Brasco,14,5
Donnie Brasco,5,5
Donnie Brasco,6,4
Donnie Brasco,13,5
Donnie Brasco,13,3
Donnie Brasco,3,5
Donnie Brasco,14,5
Donnie Brasco,2,5
Donnie Brasco,12,5
Donnie Brasco,34,5
Donnie Brasco,3,4
Donnie Brasco,2,5
Donnie Brasco,2,5
Donnie Brasco,4,5
Donnie Brasco,1,5
Donnie Brasco,2,4
Donnie Brasco,6,5
Donnie Brasco,4,5
Donnie Brasco,4,5
Donnie Brasco,22,2
Donnie Brasco,1,5
Donnie Brasco,17,5
Donnie Brasco,8,5
Donnie Brasco,11,4
Donnie Brasco,15,5
Donnie Brasco,9,5
Donnie Brasco,3,3
Donnie Brasco,7,3
Donnie Brasco,36,4
Donnie Brasco,26,5
Donnie Brasco,12,3
Donnie Brasco,44,5
Donnie Brasco,14,5
Donnie Brasco,10,4
Donnie Brasco,8,3
Donnie Brasco,15,2
Donnie Brasco,3,5
Donnie Brasco,4,3
Donnie Brasco,4,5
Donnie Brasco,9,5
Donnie Brasco,3,5
Donnie Brasco,17,4
Donnie Brasco,22,5
Donnie Brasco,7,4
Donnie Brasco,14,5
Donnie Brasco,22,5
Donnie Brasco,9,4
Donnie Brasco,3,5
Donnie Brasco,1,4
Donnie Brasco,2,5
Donnie Brasco,35,3
Donnie Brasco,1,3
Donnie Brasco,24,5
Donnie Brasco,17,5
Donnie Brasco,34,5
Donnie Brasco,3,5
Donnie Brasco,6,5
Donnie Brasco,17,2
Donnie Brasco,25,4
Donnie Brasco,9,5
Donnie Brasco,0,5
Donnie Brasco,0,5
Donnie Brasco,2,5
Donnie Brasco,5,3
Donnie Brasco,6,5
Donnie Brasco,0,4
Donnie Brasco,2,5
Donnie Brasco,4,3
Donnie Brasco,0,5
Donnie Brasco,1,5
Donnie Brasco,5,4
Donnie Brasco,28,4
Donnie Brasco,10,5
Donnie Brasco,9,5
Donnie Brasco,3,5
Donnie Brasco,5,5
Donnie Brasco,4,5
Donnie Brasco,16,2
Donnie Brasco,36,4
Donnie Brasco,0,5
Donnie Brasco,3,4
Donnie Brasco,5,2
Donnie Brasco,12,5
Donnie Brasco,29,3
Donnie Brasco,12,5
Donnie Brasco,11,1
Donnie Brasco,1,5
Donnie Brasco,8,1
Donnie Brasco,2,5
Donnie Brasco,7,5
The Devils Own,17,1
The Devils Own,16,4
The Devils Own,4,4
The Devils Own,54,4
The Devils Own,9,4
The Devils Own,29,5
The Devils Own,17,5
The Devils Own,0,5
The Devils Own,8,4
The Devils Own,12,1
The Devils Own,9,5
The Devils Own,15,3
The Devils Own,5,5
The Devils Own,21,4
The Devils Own,1,4
The Devils Own,0,2
The Devils Own,11,5
The Devils Own,13,1
The Devils Own,4,5
The Devils Own,19,1
The Devils Own,2,2
The Devils Own,4,4
The Devils Own,22,5
The Devils Own,57,2
The Devils Own,1,5
The Devils Own,0,5
The Devils Own,20,3
The Devils Own,9,5
The Devils Own,2,5
The Devils Own,22,3
The Devils Own,30,4
The Devils Own,13,2
The Devils Own,13,4
The Devils Own,81,3
The Devils Own,4,5
The Devils Own,2,5
The Devils Own,19,4
The Devils Own,0,3
Much Ado About Nothing,7,5
Much Ado About Nothing,1,5
Much Ado About Nothing,6,5
Much Ado About Nothing,4,5
Much Ado About Nothing,4,3
Much Ado About Nothing,2,5
Much Ado About Nothing,7,5
Much Ado About Nothing,46,2
Much Ado About Nothing,27,1
Much Ado About Nothing,18,5
Much Ado About Nothing,3,5
Much Ado About Nothing,15,4
Much Ado About Nothing,19,4
Much Ado About Nothing,1,1
Much Ado About Nothing,6,5
Much Ado About Nothing,63,5
Much Ado About Nothing,2,4
Much Ado About Nothing,4,5
Much Ado About Nothing,2,5
Much Ado About Nothing,17,1
Much Ado About Nothing,4,5
Much Ado About Nothing,5,5
Much Ado About Nothing,4,5
Much Ado About Nothing,11,5
Much Ado About Nothing,53,5
Much Ado About Nothing,10,4
Much Ado About Nothing,10,5
Much Ado About Nothing,4,3
Much Ado About Nothing,3,4
Much Ado About Nothing,31,4
Much Ado About Nothing,19,4
Much Ado About Nothing,2,5
Much Ado About Nothing,47,5
Much Ado About Nothing,7,3
Much Ado About Nothing,2,3
Much Ado About Nothing,3,3
Much Ado About Nothing,3,5
Much Ado About Nothing,4,4
Much Ado About Nothing,3,5
Much Ado About Nothing,0,5
Much Ado About Nothing,11,4
Much Ado About Nothing,27,5
Much Ado About Nothing,16,5
Much Ado About Nothing,50,5
Much Ado About Nothing,2,5
Much Ado About Nothing,9,1
Much Ado About Nothing,6,5
Much Ado About Nothing,4,5
Much Ado About Nothing,12,5
Much Ado About Nothing,31,5
Much Ado About Nothing,2,5
Much Ado About Nothing,8,5
Much Ado About Nothing,25,5
Much Ado About Nothing,10,5
Much Ado About Nothing,26,4
Much Ado About Nothing,27,5
Much Ado About Nothing,16,4
Much Ado About Nothing,7,4
Much Ado About Nothing,54,5
Much Ado About Nothing,4,3
Much Ado About Nothing,1,5
Much Ado About Nothing,2,5
Much Ado About Nothing,2,4
Much Ado About Nothing,11,5
Much Ado About Nothing,1,5
Much Ado About Nothing,34,5
Much Ado About Nothing,2,5
Much Ado About Nothing,5,5
Much Ado About Nothing,3,5
Much Ado About Nothing,9,5
Much Ado About Nothing,12,5
Much Ado About Nothing,24,5
Much Ado About Nothing,24,5
Much Ado About Nothing,3,5
Much Ado About Nothing,1,5
Much Ado About Nothing,32,4
Much Ado About Nothing,17,5
Much Ado About Nothing,2,2
Much Ado About Nothing,2,5
Much Ado About Nothing,6,5
Much Ado About Nothing,3,5
Much Ado About Nothing,14,5
Much Ado About Nothing,4,5
Much Ado About Nothing,12,5
Much Ado About Nothing,8,5
Much Ado About Nothing,2,4
Much Ado About Nothing,41,3
Much Ado About Nothing,4,4
Much Ado About Nothing,2,4
Much Ado About Nothing,1,3
Much Ado About Nothing,12,5
Much Ado About Nothing,3,5
Much Ado About Nothing,17,4
Much Ado About Nothing,12,5
Much Ado About Nothing,21,5
Much Ado About Nothing,5,5
Much Ado About Nothing,17,5
Much Ado About Nothing,13,4
Much Ado About Nothing,1,5
Much Ado About Nothing,6,5
Much Ado About Nothing,20,5
Much Ado About Nothing,2,5
Much Ado About Nothing,4,5
Much Ado About Nothing,0,5
Much Ado About Nothing,13,5
Much Ado About Nothing,7,5
Much Ado About Nothing,22,5
Much Ado About Nothing,33,5
Much Ado About Nothing,3,5
Much Ado About Nothing,4,5
Much Ado About Nothing,31,5
Much Ado About Nothing,10,4
Much Ado About Nothing,5,5
Much Ado About Nothing,0,5
Much Ado About Nothing,6,3
Much Ado About Nothing,7,5
Much Ado About Nothing,2,4
Much Ado About Nothing,4,4
Much Ado About Nothing,3,2
Much Ado About Nothing,0,5
Much Ado About Nothing,4,5
Much Ado About Nothing,9,4
Much Ado About Nothing,7,5
Much Ado About Nothing,3,5
Much Ado About Nothing,7,4
Much Ado About Nothing,18,4
Much Ado About Nothing,1,4
Much Ado About Nothing,6,5
Much Ado About Nothing,3,5
Much Ado About Nothing,1,5
Much Ado About Nothing,15,4
Much Ado About Nothing,42,5
Much Ado About Nothing,43,4
Much Ado About Nothing,5,5
Much Ado About Nothing,6,4
Much Ado About Nothing,8,5
Much Ado About Nothing,2,5
Much Ado About Nothing,0,4
Much Ado About Nothing,17,5
Much Ado About Nothing,2,4
Much Ado About Nothing,3,5
Much Ado About Nothing,22,5
Much Ado About Nothing,31,5
Much Ado About Nothing,8,4
Much Ado About Nothing,3,5
Much Ado About Nothing,4,4
Much Ado About Nothing,1,3
Much Ado About Nothing,38,1
Much Ado About Nothing,5,3
Much Ado About Nothing,5,5
Much Ado About Nothing,77,5
Much Ado About Nothing,3,5
Much Ado About Nothing,5,5
Much Ado About Nothing,9,5
Much Ado About Nothing,3,5
Much Ado About Nothing,3,5
Much Ado About Nothing,4,5
Much Ado About Nothing,2,5
Much Ado About Nothing,18,5
Much Ado About Nothing,8,5
Much Ado About Nothing,18,3
Much Ado About Nothing,7,5
Much Ado About Nothing,13,5
Much Ado About Nothing,5,5
Much Ado About Nothing,2,5
Much Ado About Nothing,3,5
Much Ado About Nothing,6,5
Much Ado About Nothing,4,5
Single White Female,9,4
Single White Female,7,3
Single White Female,4,3
Single White Female,36,3
Single White Female,13,5
Single White Female,25,5
Single White Female,15,5
Single White Female,5,3
Single White Female,19,1
Single White Female,10,4
Single White Female,0,4
